time,speed,SRI
2018-03-05,29.0,
2018-03-06,29.0,
2018-03-07,32.0,
2018-03-08,30.0,1.0314991025565612
2018-03-09,28.0,2.0681548250425275
2018-03-10,32.0,-0.5397171582658489
2018-03-11,28.0,1.6302956174076966
2018-03-12,29.0,1.3195278059026794
2018-03-13,27.0,2.3301602750507655
2018-03-14,32.0,-0.5860641054559967
2018-03-15,30.0,0.6146599870701885
2018-03-16,26.0,3.0685687022098174
2018-03-17,30.0,1.0442714805823594
2018-03-18,29.0,1.4635599712131486
2018-03-19,32.0,0.15237828254083596
2018-03-20,32.0,0.6628038131052783
2018-03-21,32.0,0.41434977171129206
2018-03-22,32.0,0.5312921639729129
2018-03-23,32.0,-0.18277639858387706
2018-03-24,25.0,3.378570527306042
2018-03-25,31.0,-0.5372677831214312
2018-03-26,25.0,3.2369877371399847
2018-03-27,27.0,2.080056805758942
2018-03-28,29.0,1.0812923564894894
2018-03-29,32.0,-0.6358573593889294
2018-03-30,32.0,-0.1827763985838815
2018-03-31,25.0,4.128880935181506
2018-04-01,32.0,0.04630697855948496
2018-04-02,32.0,0.15237828254083596
2018-04-03,31.0,0.6628038131052794
2018-04-04,31.0,1.3313958257813108
2018-04-05,30.0,1.865177333529302
2018-04-06,31.0,0.9843731247779619
2018-04-07,31.0,0.7108001881932613
2018-04-08,32.0,-0.03706084453778624
2018-04-09,30.0,1.2361599828054015
2018-04-10,29.0,1.6632176902725715
2018-04-11,31.0,0.24761412551674855
2018-04-12,28.0,1.531706041140205
2018-04-13,29.0,0.650901832388866
2018-04-14,26.0,2.128053180846927
2018-04-15,27.0,1.0467208557267793
2018-04-16,28.0,1.0694243366108558
2018-04-17,27.0,1.4131142209807501
2018-04-18,27.0,1.998338410559507
2018-04-19,32.0,-0.802593005583474
2018-04-20,26.0,2.31825829433435
2018-04-21,31.0,-0.2896136889740286
2018-04-22,29.0,0.8799852095322269
2018-04-23,25.0,3.236987737139987
2018-04-24,32.0,-0.4209778871592862
2018-04-25,29.0,1.4147636488785875
2018-04-26,29.0,1.198234748751107
2018-04-27,31.0,0.06732707070794541
2018-04-28,30.0,0.46069671890143993
2018-04-29,27.0,2.047134732894069
2018-04-30,27.0,2.2365738599726948
2018-05-01,31.0,-0.004138771672914654
2018-05-02,29.0,1.164660179586765
2018-05-03,28.0,1.6984416873347563
2018-05-04,32.0,-0.7663511602647977
2018-05-05,28.0,1.2110071267769118
2018-05-06,27.0,1.6302956174076988
2018-05-07,27.0,1.8197347444863232
2018-05-08,28.0,1.079642928591652
2018-05-09,29.0,0.4143497717112965
2018-05-10,27.0,1.5317060411402073
2018-05-11,30.0,-0.09940857548660365
2018-05-12,25.0,3.0450992349169437
2018-05-13,27.0,1.9637669097967925
2018-05-14,30.0,0.652585221124482
2018-05-15,32.0,-0.33761006406201055
2018-05-16,32.0,-0.0024893437750739267
2018-05-17,29.0,1.4483382180429294
2018-05-18,32.0,-0.6829833371675242
2018-05-19,27.0,2.128053180846927
2018-05-20,24.0,3.214284256255909
2018-05-21,27.0,1.8197347444863232
2018-05-22,32.0,-1.3380239412293027
2018-05-23,26.0,2.4151775260458797
2018-05-24,30.0,0.6980278101674608
2018-05-25,29.0,1.484580063361608
2018-05-26,28.0,1.7112140653605556
2018-05-27,32.0,-0.5372677831214334
2018-05-28,31.0,0.4858495749299363
2018-05-29,29.0,1.913321159564394
2018-05-30,29.0,2.4151775260458774
2018-05-31,32.0,0.36455651777836384
2018-06-01,32.0,-0.016040752389328006
2018-06-02,32.0,0.12722542651234403
2018-06-03,29.0,1.9637669097967925
2018-06-04,28.0,2.4866773292645163
2018-06-05,32.0,-0.08750659477018807
2018-06-06,32.0,0.0808784793222006
2018-06-07,28.0,2.6154877414047704
2018-06-08,29.0,2.2348904712370743
2018-06-09,32.0,0.3773288958041632
2018-06-10,32.0,0.2130426247540329
2018-06-11,32.0,0.5692173980272064
2018-06-12,32.0,0.8295394592998295
2018-06-13,32.0,0.9979245333922171
2018-06-14,29.0,2.4487520952102204
2018-06-15,32.0,0.23406271690249225
2018-06-16,32.0,-0.2896136889740286
2018-06-17,29.0,1.2968243250186007
2018-06-18,28.0,2.1532060368754213
2018-06-19,27.0,2.7469993905371384
2018-06-20,32.0,-0.08585716687234957
2018-06-21,29.0,1.6150738642374773
2018-06-22,32.0,-0.18277639858387928
2018-06-23,31.0,0.5440645419987133
2018-06-24,29.0,1.5469277943104254
2018-06-25,29.0,2.0698382137781435
2018-06-26,30.0,1.1630107516889254
2018-06-27,32.0,-0.0024893437750783676
2018-06-28,32.0,-0.052282597708006584
2018-06-29,28.0,2.151522648139804
2018-06-30,29.0,1.62784624226328
2018-07-01,29.0,1.2968243250186007
2018-07-02,29.0,1.3195278059026772
2018-07-03,32.0,-0.33761006406201055
2018-07-04,30.0,0.9979245333922171
2018-07-05,29.0,1.531706041140205
2018-07-06,29.0,1.5679478864588814
2018-07-07,29.0,1.461110596068732
2018-07-08,29.0,1.4635599712131486
2018-07-09,31.0,0.7359530442217532
2018-07-10,32.0,0.24596469761890782
2018-07-11,32.0,0.4143497717112943
2018-07-12,31.0,0.7813956332647376
2018-07-13,30.0,1.3178444171670578
2018-07-14,29.0,1.794581888457828
2018-07-15,27.0,2.7140773176722632
2018-07-16,32.0,-0.09772518675098762
2018-07-17,32.0,-0.1708744178674637
2018-07-18,31.0,0.8311888871976691
2018-07-19,29.0,2.0319129797238498
2018-07-20,29.0,1.651315709556156
2018-07-21,32.0,-0.20624586587675298
2018-07-22,28.0,2.047134732894069
2018-07-23,29.0,1.7363669213890454
2018-07-24,32.0,0.1625968745216333
2018-07-25,32.0,-0.08585716687234957
2018-07-26,29.0,1.531706041140205
2018-07-27,31.0,0.3174305399997679
